ID,Gender,Ever_Married,Age,Graduated,Profession,Income,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
466264,Male,Yes,33,Yes,,575,0,Low,2,Cat_3,D
466289,Male,No,19,No,Healthcare,801,2,Low,5,Cat_2,D
463562,Male,No,33,Yes,Entertainment,647,0,Low,4,Cat_6,C
460089,Female,Yes,65,Yes,Artist,503,13,Low,1,Cat_6,B
459336,Male,Yes,26,Yes,Artist,672,6,Average,2,Cat_6,A
467350,Female,No,30,Yes,Homemaker,597,6,Low,1,Cat_6,D
463565,Female,No,33,Yes,Entertainment,759,1,Low,4,Cat_6,D
463905,Female,Yes,27,Yes,Engineer,1613,0,Average,4,Cat_7,A
467269,Male,Yes,65,Yes,Artist,563,0,Average,2,Cat_6,C
464934,Male,Yes,77,No,Lawyer,1023,1,Low,2,Cat_4,D
463923,Female,No,20,No,Engineer,1643,0,Low,4,Cat_6,D
465445,Female,No,27,Yes,Homemaker,541,6,Low,7,Cat_6,B
460517,Male,Yes,78,,Lawyer,1009,,Low,,Cat_3,C
463661,Female,Yes,51,Yes,Doctor,1393,1,Average,4,Cat_6,B
459370,Male,No,18,No,Healthcare,887,13,Low,4,Cat_6,D
466019,Female,Yes,63,Yes,Artist,602,5,Low,1,Cat_3,C
467107,Male,Yes,36,Yes,Engineer,1735,1,Average,3,Cat_4,B
461683,Male,Yes,43,Yes,Executive,1514,1,High,4,Cat_6,B
459053,Male,Yes,46,Yes,Executive,1554,0,High,4,Cat_6,C
466894,Male,No,51,Yes,Artist,512,0,Low,3,Cat_6,B
460005,Male,No,43,Yes,Engineer,1679,0,Low,1,Cat_6,A
467969,Female,Yes,43,Yes,Artist,603,0,Average,2,Cat_6,C
463120,Female,No,37,Yes,Entertainment,629,1,Low,1,Cat_6,A
466106,Female,Yes,63,No,Artist,662,0,Average,5,Cat_6,C
467644,Male,No,30,No,Doctor,1319,,Low,5,Cat_6,D
461976,Female,Yes,37,Yes,Entertainment,612,5,Average,2,Cat_3,B
460885,Male,Yes,53,No,Artist,501,8,Average,3,Cat_6,B
463692,Female,Yes,26,Yes,Healthcare,880,6,High,7,Cat_2,D
467674,Male,Yes,40,Yes,Artist,700,0,Average,2,Cat_6,C
465982,Male,Yes,41,Yes,Entertainment,695,0,Average,4,Cat_6,B
464349,Male,Yes,66,Yes,Artist,553,2,Low,1,Cat_6,C
467113,Male,Yes,80,Yes,Lawyer,1025,,Low,1,Cat_6,D
463881,Female,Yes,37,No,Engineer,1708,0,Average,5,Cat_2,B
462247,Female,Yes,42,No,Artist,560,1,High,4,Cat_6,B
463886,Female,No,38,Yes,Artist,510,1,Low,2,Cat_6,C
460304,Female,No,53,No,Lawyer,1073,1,Low,1,Cat_6,D
466458,Male,No,33,No,Executive,1360,5,Low,2,Cat_6,A
465830,Female,Yes,52,No,,1360,7,Average,7,Cat_4,A
462889,Male,Yes,33,No,Executive,1458,,High,4,Cat_6,B
462449,Male,No,19,No,Healthcare,872,1,Low,3,Cat_6,D
462101,Male,Yes,53,Yes,Artist,688,,Average,3,Cat_6,A
467558,Male,Yes,50,Yes,Doctor,1500,0,Average,8,Cat_6,C
467247,Female,No,26,No,Engineer,1601,0,Low,2,Cat_6,D
461663,Male,No,20,No,Healthcare,849,1,Low,3,Cat_6,D
459571,Female,Yes,53,Yes,Executive,1551,0,High,4,Cat_6,C
459385,Female,Yes,41,Yes,Artist,682,0,Average,2,Cat_7,C
466191,Male,Yes,48,Yes,Executive,1404,0,High,3,Cat_2,C
465062,Male,Yes,56,No,Executive,1364,0,High,4,Cat_6,B
467108,Female,No,66,Yes,Artist,609,0,Low,1,Cat_6,D
466957,Male,Yes,35,No,Entertainment,651,8,Average,4,Cat_6,A
463298,Male,Yes,50,No,Entertainment,633,0,Low,2,Cat_6,A
461155,Female,Yes,51,Yes,Artist,671,3,Low,2,Cat_3,B
466650,Female,No,30,No,Healthcare,833,8,Low,3,Cat_4,D
464633,Male,No,30,No,Executive,1335,1,Low,4,Cat_4,D
464469,Female,No,50,Yes,Artist,610,9,Low,1,Cat_6,B
459710,Male,Yes,61,Yes,Artist,675,,Low,1,Cat_6,B
465319,Male,No,19,No,Healthcare,803,0,Low,5,Cat_6,D
462041,Female,No,22,No,Doctor,1393,0,Low,2,Cat_4,D
459539,Female,No,35,Yes,Healthcare,808,9,Low,1,Cat_6,D
466158,Female,Yes,47,Yes,Engineer,1709,0,Low,4,Cat_6,B
460430,Male,No,32,No,Doctor,1336,12,Low,4,Cat_6,D
461953,Male,Yes,33,No,Healthcare,812,11,High,2,Cat_6,D
463982,Female,No,25,Yes,Healthcare,878,,Low,2,Cat_4,A
467546,Female,No,28,No,Healthcare,891,1,Low,4,Cat_6,B
464861,Male,No,32,No,Homemaker,585,,Low,2,Cat_4,B
459667,Female,Yes,50,Yes,Healthcare,828,1,High,6,Cat_5,C
467447,Female,Yes,37,Yes,Engineer,1653,,Average,3,Cat_6,B
461373,Male,No,53,Yes,Artist,500,1,Low,1,Cat_6,B
464587,Female,Yes,49,Yes,Artist,552,1,Low,2,Cat_3,A
467811,Male,Yes,72,Yes,Lawyer,1003,1,Low,1,Cat_6,D
464333,Male,Yes,60,Yes,Executive,1362,0,High,3,Cat_6,B
466978,Male,No,48,Yes,Artist,558,4,Low,1,Cat_6,C
461705,Female,No,32,No,Healthcare,888,1,Low,4,Cat_6,D
461161,Male,No,48,Yes,Entertainment,664,1,Low,2,Cat_3,A
467860,Female,No,33,Yes,Entertainment,756,0,Low,1,Cat_7,B
462409,Female,Yes,26,No,Engineer,1783,7,Low,2,Cat_6,A
461093,Female,Yes,38,Yes,Artist,613,1,Average,4,Cat_3,C
466350,Female,Yes,56,Yes,Artist,585,0,Low,1,Cat_4,C
462273,Female,No,41,Yes,Entertainment,651,1,Low,,Cat_6,D
460512,Female,Yes,43,Yes,Engineer,1653,0,High,4,Cat_3,A
462320,Female,Yes,51,Yes,Artist,632,0,Average,2,Cat_2,C
465355,Female,Yes,47,Yes,Artist,580,7,Average,2,Cat_6,C
462877,Male,No,28,Yes,Artist,584,1,Low,3,Cat_4,D
466259,Male,No,20,No,Healthcare,813,1,Low,2,Cat_6,D
462424,Female,Yes,38,No,Artist,561,0,Low,3,Cat_6,C
459028,Male,Yes,57,Yes,Executive,1492,1,High,3,Cat_6,C
463708,Female,Yes,28,No,Engineer,1711,1,Average,2,Cat_4,A
461405,Male,No,39,Yes,Artist,687,1,Low,1,Cat_6,B
466656,Male,Yes,89,Yes,Marketing,769,1,High,2,Cat_6,C
464409,Female,Yes,81,Yes,Lawyer,1085,0,Average,2,Cat_6,A
463754,Male,No,33,Yes,Entertainment,763,1,Low,4,Cat_2,D
464628,Male,Yes,32,Yes,Artist,679,5,Average,2,Cat_3,A
460447,Male,,79,No,Lawyer,1035,0,Low,1,Cat_3,A
466754,Female,Yes,41,Yes,Artist,600,1,Average,3,Cat_6,B
465023,Male,Yes,43,Yes,Artist,617,9,Average,2,Cat_2,C
466954,Female,Yes,68,No,Doctor,1321,8,Average,2,Cat_6,C
460274,Female,Yes,58,Yes,Artist,539,7,Low,2,Cat_6,C
466507,Male,Yes,51,Yes,Entertainment,759,1,Average,5,Cat_6,B
462281,Male,Yes,47,Yes,Artist,650,0,Low,2,Cat_6,C
462930,Female,Yes,55,Yes,Homemaker,586,13,Average,3,Cat_5,B
465125,Female,No,39,Yes,Artist,683,9,Low,1,Cat_6,A
464127,Female,No,33,Yes,Healthcare,842,1,Low,5,Cat_2,B
462164,Female,Yes,62,Yes,Artist,623,9,Low,1,Cat_6,B
463949,Male,Yes,51,No,Executive,1450,0,High,4,Cat_7,B
460380,Male,No,29,Yes,Entertainment,710,8,Low,3,Cat_6,D
461324,Female,No,48,Yes,Artist,582,4,Low,1,Cat_6,C
463482,Male,No,41,No,Engineer,1671,9,Low,7,Cat_4,C
465723,Male,No,42,Yes,Healthcare,877,9,Low,1,Cat_3,D
467948,Female,No,20,No,Healthcare,819,0,Low,3,Cat_6,D
464473,Female,Yes,60,Yes,Artist,665,0,Average,4,Cat_6,C
467325,Female,Yes,72,Yes,Lawyer,1001,1,High,2,Cat_6,B
462017,Male,No,25,Yes,Entertainment,741,9,Low,1,Cat_2,A
463152,Female,Yes,57,Yes,Doctor,1317,1,Average,4,Cat_6,C
462174,Female,Yes,40,Yes,Engineer,1736,8,Average,4,Cat_4,D
461511,Male,Yes,35,No,Doctor,1420,9,Low,2,Cat_6,B
464095,Female,Yes,31,Yes,Engineer,1705,1,Low,2,Cat_6,A
460096,Female,Yes,78,No,Lawyer,1070,1,Low,1,Cat_5,A
462129,Female,No,41,Yes,Artist,626,9,Low,1,Cat_6,B
464111,Male,Yes,57,Yes,Artist,500,0,Average,3,Cat_2,D
463699,Female,Yes,41,Yes,Marketing,760,9,Low,3,Cat_6,B
466307,Male,Yes,49,Yes,Artist,678,1,Low,2,Cat_6,C
459980,Male,No,40,No,Engineer,1662,1,Low,2,Cat_6,A
467115,Male,Yes,89,Yes,Lawyer,1060,0,Low,2,Cat_6,B
464261,Male,Yes,61,Yes,Executive,1301,0,High,2,Cat_6,C
462098,Female,Yes,38,No,Entertainment,602,3,Average,3,Cat_6,B
460002,Female,Yes,58,Yes,Doctor,1497,5,Average,3,Cat_2,D
467322,Female,Yes,46,Yes,Artist,569,0,Average,2,Cat_1,C
463584,Female,No,22,No,Engineer,1576,,Low,3,Cat_6,D
466633,Male,Yes,39,Yes,Entertainment,643,6,Average,2,Cat_6,C
460966,Female,Yes,58,Yes,Engineer,1661,1,Average,4,Cat_6,B
461084,Female,Yes,38,Yes,Artist,530,8,Average,2,Cat_6,B
461165,Male,Yes,28,No,Artist,642,1,Average,2,Cat_3,A
461454,Female,Yes,35,Yes,Artist,677,7,High,4,Cat_7,B
459284,Female,Yes,70,Yes,Lawyer,1073,1,High,2,Cat_6,C
461116,Male,Yes,30,No,Executive,1373,4,High,4,Cat_3,D
459235,Male,Yes,55,No,Entertainment,648,1,Low,,Cat_4,A
461377,Female,Yes,57,Yes,Artist,650,,Low,1,Cat_6,B
467840,Female,,22,No,Healthcare,892,0,Low,6,Cat_2,D
462362,Male,Yes,63,Yes,Entertainment,747,0,Average,4,Cat_6,B
462217,Female,No,42,Yes,Executive,1589,,Low,1,Cat_4,B
464325,Male,Yes,27,Yes,Healthcare,880,4,High,3,Cat_6,B
460063,Female,No,43,Yes,Artist,501,1,Low,1,Cat_3,A
460727,Male,Yes,69,No,Executive,1537,0,High,4,Cat_3,B
467612,Male,Yes,67,Yes,Executive,1448,1,Low,,Cat_7,B
463317,Male,Yes,72,Yes,Marketing,797,0,Low,1,Cat_6,A
466036,Female,Yes,89,Yes,Lawyer,1005,1,Low,,Cat_6,A
459320,Male,Yes,26,Yes,Executive,1522,0,Low,3,Cat_6,D
464457,Female,No,53,Yes,Artist,511,9,Low,1,Cat_6,B
463702,Male,Yes,49,Yes,Artist,613,1,Average,4,Cat_6,B
463890,Female,No,28,No,Artist,503,1,Low,5,Cat_1,A
467420,Male,Yes,52,Yes,Executive,1371,1,High,4,Cat_6,C
466871,Male,Yes,43,Yes,Executive,1474,,High,4,Cat_6,B
466878,Male,Yes,38,No,Artist,693,8,High,5,Cat_6,A
462660,Female,Yes,27,No,Homemaker,512,9,Average,2,Cat_6,A
466691,Male,No,18,No,Healthcare,813,5,Low,4,Cat_2,D
463182,Male,Yes,59,Yes,Entertainment,774,1,Low,3,Cat_6,B
463321,Male,No,22,No,Healthcare,887,1,Low,3,Cat_1,D
462532,Male,No,32,Yes,Doctor,1376,0,Low,4,Cat_2,D
464588,Female,Yes,35,Yes,Artist,612,0,Low,2,Cat_6,B
467436,Male,Yes,51,Yes,Artist,677,5,Average,4,Cat_6,C
465260,Female,No,22,No,Healthcare,816,8,Low,6,Cat_6,D
467566,Male,Yes,49,No,Executive,1409,,High,3,Cat_6,B
464284,Female,Yes,42,Yes,Artist,607,,Low,,Cat_4,B
462895,Male,No,32,No,Entertainment,727,1,Low,3,Cat_7,D
459460,Male,No,55,No,Lawyer,1006,,Low,1,Cat_1,D
461985,Male,No,31,Yes,Entertainment,660,,Low,,Cat_5,A
463168,Female,Yes,36,Yes,Doctor,1325,7,Average,2,Cat_6,C
466853,Male,No,32,Yes,Healthcare,873,1,Low,3,Cat_6,B
464840,Male,No,18,No,Healthcare,837,0,Low,4,Cat_4,D
460135,Female,No,31,Yes,Healthcare,841,4,Low,3,Cat_6,B
464814,Male,Yes,53,Yes,Artist,589,0,High,7,Cat_4,D
464856,Female,No,42,Yes,Engineer,1506,8,Low,3,Cat_4,A
462940,Male,No,75,No,Lawyer,1039,,Low,2,Cat_6,A
463083,Male,No,30,Yes,Artist,545,7,Low,3,Cat_6,D
461283,Male,No,19,No,Healthcare,877,1,Low,4,Cat_6,D
459487,Male,Yes,67,No,Lawyer,1068,,Low,,Cat_6,D
466181,Male,Yes,46,Yes,Entertainment,729,1,Low,2,Cat_3,C
462465,Male,Yes,51,Yes,Engineer,1585,1,Low,2,Cat_6,B
464780,Female,No,32,No,Engineer,1517,1,Low,9,Cat_4,D
466741,Female,,53,No,Artist,572,9,Low,2,Cat_6,B
465385,Female,No,46,Yes,Artist,662,5,Low,1,Cat_2,B
464270,Female,No,45,Yes,Artist,516,3,Low,1,Cat_6,A
467807,Male,Yes,50,Yes,Executive,1494,1,Average,3,Cat_6,B
466118,Female,Yes,36,No,Engineer,1649,1,Low,3,Cat_4,A
460068,Female,No,40,Yes,Artist,681,8,Low,1,Cat_6,B
467444,Female,Yes,40,Yes,Artist,604,,Low,2,Cat_6,D
460937,Male,Yes,43,No,Artist,689,1,High,9,Cat_4,B
459550,Male,No,19,No,Healthcare,821,8,Low,5,Cat_4,D
461539,Male,Yes,42,No,Entertainment,654,6,Average,2,Cat_2,A
464228,Male,No,29,Yes,Healthcare,836,1,Low,1,Cat_2,D
461593,Female,Yes,37,Yes,Doctor,1361,9,Average,2,Cat_6,C
461949,Female,No,38,No,Artist,694,14,Low,1,Cat_6,A
466171,Female,Yes,79,Yes,Lawyer,1069,0,Low,1,Cat_3,A
462682,Male,No,25,No,Entertainment,657,2,Low,7,Cat_6,D
463384,Female,No,29,No,Marketing,762,1,Low,5,Cat_3,D
460584,Female,No,33,Yes,Homemaker,506,1,Low,1,Cat_3,A
467502,Female,No,26,No,Healthcare,832,,Low,6,Cat_7,D
459433,Male,No,26,No,Doctor,1489,1,Low,4,Cat_6,D
467452,Female,Yes,38,Yes,Artist,637,9,Average,2,Cat_6,C
462501,Male,Yes,63,Yes,Artist,547,1,Average,,Cat_6,C
462121,Female,No,60,Yes,Artist,604,1,Low,3,Cat_6,C
464890,Female,No,33,No,Engineer,1757,0,Low,7,Cat_4,A
461172,Female,Yes,71,Yes,Lawyer,1099,1,Low,1,Cat_3,A
460855,Male,Yes,45,Yes,Artist,662,,Low,2,Cat_6,A
461268,Female,Yes,60,Yes,Artist,599,0,Average,2,Cat_4,B
465731,Female,Yes,31,Yes,Artist,625,0,Average,2,Cat_4,A
462861,Female,No,26,Yes,Healthcare,894,8,Low,1,Cat_6,D
458989,Female,Yes,42,Yes,Engineer,1728,1,Low,1,Cat_6,B
463527,Female,No,35,No,Artist,633,13,Low,1,Cat_6,A
463293,Female,No,20,No,Healthcare,830,1,Low,3,Cat_6,D
465166,Male,No,25,Yes,Healthcare,867,4,Low,5,Cat_4,D
460194,Female,No,23,No,Entertainment,738,0,Low,2,Cat_2,D
462711,Male,Yes,53,Yes,Artist,663,0,Average,5,Cat_6,C
466932,Female,No,49,Yes,Doctor,1323,,Low,2,Cat_6,D
467769,Female,No,35,Yes,Doctor,1320,1,Low,1,Cat_3,B
461898,Male,Yes,60,Yes,Executive,1600,5,High,3,Cat_6,C
460840,Male,Yes,86,Yes,Lawyer,1088,0,Low,1,Cat_6,A
466137,Female,,31,No,Healthcare,804,0,Low,4,Cat_6,C
466607,Male,No,18,No,Marketing,722,2,Low,2,Cat_3,D
462939,Male,Yes,38,Yes,Doctor,1417,0,High,4,Cat_7,A
465698,Male,No,39,Yes,Artist,610,8,Low,2,Cat_3,A
461240,Female,No,45,No,Marketing,798,1,Low,1,Cat_6,D
461357,Male,No,28,Yes,Healthcare,808,0,Low,4,Cat_6,D
459512,Male,Yes,65,Yes,Lawyer,1095,0,High,2,Cat_6,B
467775,Female,No,41,Yes,Artist,639,0,Low,1,Cat_7,C
462871,Male,Yes,48,No,Entertainment,713,1,Average,3,Cat_6,B
464454,Female,Yes,52,Yes,Engineer,1649,7,High,4,Cat_6,C
459879,Female,No,26,Yes,Healthcare,841,,Low,1,Cat_6,D
466802,Female,,43,Yes,Engineer,1668,1,Low,1,Cat_6,A
459074,Female,No,30,Yes,Healthcare,803,0,Low,4,Cat_4,C
462539,Female,Yes,77,No,Lawyer,1032,1,Low,1,Cat_6,A
460133,Female,No,37,No,Artist,616,4,Low,1,Cat_6,A
461780,Female,No,65,Yes,Lawyer,1050,0,Low,5,Cat_6,A
466945,Male,Yes,61,Yes,Artist,596,0,Average,2,Cat_6,C
463922,Female,No,32,No,Healthcare,819,2,Low,5,Cat_1,C
466328,Male,Yes,49,Yes,Artist,667,0,Low,3,Cat_3,C
466195,Male,No,19,No,Healthcare,862,1,Low,4,Cat_6,D
462300,Male,Yes,50,Yes,Artist,533,1,Average,3,Cat_6,C
460412,Female,No,31,No,Healthcare,836,0,Low,5,Cat_2,D
467823,Male,Yes,45,Yes,Doctor,1317,6,Average,2,Cat_6,C
467726,Male,Yes,82,Yes,Lawyer,1092,0,High,2,Cat_6,C
463061,Male,No,33,No,,1092,5,Low,3,Cat_5,D
460134,Male,Yes,39,Yes,Entertainment,756,9,High,3,Cat_6,D
463237,Male,No,20,No,Healthcare,800,1,Low,5,Cat_6,D
466770,Female,Yes,85,Yes,Lawyer,1019,0,Low,5,Cat_6,C
464198,Male,Yes,49,Yes,Entertainment,635,1,Low,2,Cat_6,A
459344,Female,Yes,76,Yes,Artist,507,1,High,2,Cat_6,C
464152,Male,Yes,37,Yes,Artist,663,0,High,4,Cat_6,B
464104,Male,Yes,62,No,Artist,665,0,Average,3,Cat_6,C
461034,Female,No,23,No,Marketing,798,2,Low,6,Cat_3,D
460755,Male,No,33,Yes,Artist,697,0,Low,1,Cat_6,D
465019,Male,Yes,53,Yes,Artist,544,0,Low,3,Cat_6,A
462902,Male,Yes,46,No,Executive,1330,,Average,3,Cat_1,C
460060,Male,Yes,28,No,Engineer,1601,6,Average,2,Cat_4,A
465739,Female,No,87,No,Lawyer,1043,1,Low,2,Cat_6,A
461695,Female,Yes,45,Yes,Artist,550,3,Average,2,Cat_6,A
466297,Female,No,21,No,Healthcare,875,1,Low,4,Cat_4,D
465544,Female,No,51,Yes,Artist,692,0,Low,1,Cat_3,A
466207,Female,Yes,37,Yes,Doctor,1327,9,Average,4,Cat_2,C
464431,Male,,67,Yes,Executive,1339,0,High,3,Cat_6,B
462397,Male,Yes,49,Yes,Artist,569,1,Average,4,Cat_6,C
460014,Female,No,66,No,Entertainment,644,2,Low,3,Cat_6,D
460202,Male,Yes,42,Yes,Entertainment,685,1,Low,2,Cat_6,D
459834,Male,Yes,45,No,Doctor,1380,1,Average,3,Cat_6,B
464011,Male,No,32,Yes,Healthcare,812,,Low,4,Cat_6,D
460048,Male,No,47,Yes,Doctor,1391,1,Low,1,Cat_6,B
464546,Female,Yes,38,Yes,Engineer,1513,8,Low,3,Cat_6,A
459687,Male,Yes,50,No,Executive,1389,,High,4,Cat_6,B
467737,Female,Yes,51,Yes,Entertainment,654,7,Average,2,Cat_6,A
463936,Male,Yes,32,No,Entertainment,685,1,Average,2,Cat_6,B
460422,Male,Yes,53,Yes,Entertainment,690,1,High,,Cat_6,B
467784,Female,Yes,45,Yes,Artist,519,9,Low,1,Cat_7,C
467067,Female,No,32,No,Healthcare,863,0,Low,4,Cat_6,C
466779,Male,No,22,No,,863,2,Low,2,Cat_3,D
465661,Male,No,59,Yes,Entertainment,624,1,Low,1,Cat_6,C
459616,Female,No,21,No,Healthcare,810,,Low,4,Cat_1,D
463745,Male,Yes,62,Yes,Artist,685,1,Average,3,Cat_3,A
466706,Male,Yes,67,Yes,Lawyer,1074,0,Low,2,Cat_6,C
467816,Female,No,73,Yes,Artist,685,0,Low,1,Cat_6,C
466418,Male,Yes,85,No,Lawyer,1021,0,Low,1,Cat_4,D
467882,Female,No,40,Yes,Artist,544,0,Low,1,Cat_6,B
463914,Female,Yes,27,No,Artist,541,,Low,2,Cat_6,A
465498,Male,Yes,41,Yes,Engineer,1690,9,Average,2,Cat_2,A
461070,Male,Yes,46,Yes,Doctor,1323,0,Low,3,Cat_3,D
461171,Male,Yes,41,Yes,Artist,662,,Average,3,Cat_3,A
467403,Female,Yes,38,Yes,Artist,693,7,Average,3,Cat_4,B
464382,Female,Yes,55,Yes,Artist,509,1,Average,4,Cat_6,C
465449,Female,No,43,Yes,Artist,505,9,Low,2,Cat_6,B
465190,Female,Yes,48,Yes,Artist,569,1,High,4,Cat_6,C
467310,Female,Yes,88,Yes,Lawyer,1030,0,High,3,Cat_6,B
463131,Male,Yes,66,No,Entertainment,680,1,High,2,Cat_6,A
467301,Female,Yes,73,No,Lawyer,1065,1,Low,2,Cat_6,B
466202,Male,Yes,49,Yes,Artist,613,9,Average,2,Cat_6,C
459945,Male,Yes,48,Yes,Artist,555,0,Low,2,Cat_6,C
465187,Female,Yes,39,No,Doctor,1308,0,Average,4,Cat_4,C
460253,Male,Yes,52,Yes,Artist,510,4,Average,2,Cat_6,B
463216,Male,No,30,Yes,Artist,586,8,Low,1,Cat_6,A
465615,Male,Yes,61,Yes,Artist,692,3,Average,2,Cat_6,C
462055,Male,No,33,Yes,Healthcare,828,0,Low,7,Cat_4,A
465234,Male,Yes,68,Yes,Artist,504,0,Low,1,Cat_6,C
460720,Female,Yes,48,Yes,Artist,536,1,Average,2,Cat_6,B
467582,Male,Yes,39,Yes,Executive,1344,0,High,3,Cat_2,B
466046,Female,Yes,36,No,Entertainment,655,1,Average,2,Cat_4,A
467622,Male,Yes,76,Yes,Lawyer,1020,1,High,2,Cat_6,C
462664,Male,Yes,69,No,Artist,635,2,Low,2,Cat_6,A
461731,Male,Yes,79,No,Entertainment,617,0,Low,1,Cat_6,B
459061,Female,Yes,39,Yes,Healthcare,839,9,High,3,Cat_6,A
462630,Male,No,32,No,Doctor,1335,,Low,6,Cat_4,D
462311,Male,Yes,56,Yes,Executive,1348,,High,9,Cat_6,B
461396,Male,No,23,No,Doctor,1349,0,Low,5,Cat_6,B
464900,Male,Yes,71,No,Lawyer,1005,1,Low,2,Cat_4,D
463445,Male,Yes,48,Yes,Artist,554,0,Average,3,Cat_6,A
463824,Female,Yes,37,No,Artist,612,1,Low,3,Cat_6,B
459451,Female,Yes,46,Yes,Artist,650,0,Low,2,Cat_6,C
459070,Female,Yes,66,No,Lawyer,1097,,Low,1,Cat_6,A
463674,Female,No,25,Yes,Engineer,1673,0,Low,7,Cat_4,C
460119,Male,No,26,Yes,Healthcare,859,0,Low,4,Cat_6,D
465227,Male,No,23,No,Healthcare,809,6,Low,3,Cat_6,D
462612,Female,Yes,32,No,Doctor,1334,,High,6,Cat_4,B
467610,Female,Yes,84,Yes,Lawyer,1011,2,Low,1,Cat_6,B
465159,Male,Yes,57,No,Entertainment,783,0,Low,1,Cat_6,A
465956,Male,Yes,39,Yes,Entertainment,775,4,Average,4,Cat_6,A
462422,Male,Yes,71,Yes,Lawyer,1050,1,Low,2,Cat_6,A
466266,Male,Yes,48,Yes,Artist,503,1,Low,3,Cat_3,C
464573,Female,Yes,39,Yes,Artist,553,7,Average,3,Cat_6,B
463306,Female,Yes,60,Yes,Engineer,1569,1,High,4,Cat_3,B
462065,Female,No,43,Yes,Homemaker,581,14,Low,1,Cat_6,D
463456,Male,Yes,46,No,Entertainment,627,1,High,3,Cat_6,B
461914,Female,Yes,55,Yes,Artist,571,6,Low,,Cat_6,C
459779,Female,Yes,62,Yes,Entertainment,648,1,Low,1,Cat_6,A
466663,Male,No,57,Yes,Doctor,1364,0,Low,1,Cat_3,A
464504,Male,No,29,Yes,Healthcare,828,0,Low,4,Cat_6,D
465883,Male,Yes,33,No,Artist,544,,Low,4,Cat_6,A
465262,Male,Yes,60,Yes,Entertainment,778,7,Average,4,Cat_2,B
466205,Female,Yes,58,Yes,Artist,690,6,Low,1,Cat_6,C
464128,Male,Yes,52,No,Entertainment,674,0,Average,4,Cat_5,B
460482,Female,Yes,30,No,Homemaker,573,9,Low,3,Cat_3,B
466055,Male,Yes,52,Yes,Entertainment,654,1,Average,3,Cat_4,B
465511,Male,Yes,31,Yes,Artist,618,0,Average,2,Cat_6,A
460106,Female,Yes,67,Yes,Entertainment,669,1,Low,,Cat_6,A
467527,Male,Yes,62,Yes,Artist,583,2,Average,4,Cat_6,B
460927,Male,Yes,38,Yes,Healthcare,898,1,High,4,Cat_3,D
464172,Male,Yes,60,Yes,Artist,526,3,High,3,Cat_6,B
461442,Male,Yes,47,Yes,Artist,660,1,Average,6,Cat_2,C
459851,Male,No,53,Yes,Artist,659,3,Low,1,Cat_6,B
466179,Male,Yes,71,No,Lawyer,1063,0,Low,1,Cat_6,B
459019,Male,Yes,45,No,Executive,1382,10,High,3,Cat_6,C
463945,Female,No,37,No,Homemaker,566,,Low,2,Cat_1,B
463274,Male,Yes,58,Yes,Artist,647,7,Low,1,Cat_3,B
459606,Male,Yes,38,Yes,Artist,534,1,Average,3,Cat_6,C
462807,Female,No,28,Yes,Homemaker,600,,Low,1,Cat_6,C
467654,Female,Yes,56,Yes,Artist,524,,High,4,Cat_6,C
467418,Male,Yes,49,Yes,Artist,671,1,Average,4,Cat_6,C
467712,Male,Yes,50,Yes,,671,1,Average,4,Cat_7,A
465299,Male,Yes,56,Yes,Executive,1324,,High,2,Cat_6,B
461616,Male,No,28,Yes,Artist,599,,Low,1,Cat_6,B
461547,Male,No,70,No,Entertainment,747,0,Low,1,Cat_6,B
460811,Female,Yes,52,No,Engineer,1620,1,High,2,Cat_6,A
463891,Male,Yes,75,Yes,Lawyer,1051,1,Low,1,Cat_6,A
467534,Male,Yes,48,No,Entertainment,795,5,Average,2,Cat_2,C
462748,Male,Yes,51,Yes,Artist,622,1,Low,3,Cat_6,C
459380,Male,Yes,62,Yes,Artist,563,1,Low,1,Cat_6,A
466783,Female,No,43,Yes,Healthcare,876,0,Low,6,Cat_3,A
462832,Female,No,22,No,Doctor,1457,,Low,4,Cat_6,D
461134,Male,Yes,32,Yes,Doctor,1463,0,Low,3,Cat_6,D
465741,Female,Yes,43,Yes,Healthcare,818,9,Low,2,Cat_6,C
464785,Male,Yes,35,No,Doctor,1470,5,Low,4,Cat_4,A
464902,Female,Yes,68,No,Lawyer,1008,0,Low,1,Cat_4,D
460629,Female,Yes,36,Yes,Entertainment,634,,Average,3,Cat_3,B
464271,Female,Yes,36,Yes,Artist,660,0,Average,3,Cat_2,C
467408,Male,Yes,47,Yes,Artist,621,0,Average,4,Cat_6,A
461822,Male,Yes,37,Yes,Artist,583,9,High,2,Cat_6,C
459378,Male,No,20,No,Healthcare,880,1,Low,4,Cat_6,D
463818,Female,Yes,40,Yes,Artist,554,2,Low,1,Cat_6,B
460644,Female,Yes,40,Yes,Homemaker,526,2,Average,2,Cat_3,C
466743,Male,No,26,No,Entertainment,708,1,Low,2,Cat_6,A
464212,Female,Yes,56,Yes,Marketing,786,0,Average,2,Cat_6,C
463709,Male,Yes,35,Yes,Artist,517,1,High,2,Cat_6,A
466145,Male,Yes,56,No,Entertainment,610,1,Average,3,Cat_6,C
465679,Male,Yes,47,Yes,Healthcare,833,1,Low,2,Cat_4,D
464436,Male,Yes,88,Yes,Lawyer,1047,0,High,2,Cat_4,A
