,Gender,Ever_Married,Age,Graduated,Profession,Income,Work_Experience,Spending_Score,Family_Size,clusterNo
4257,0,0.0,18,0.0,1.0,835,1.0,1,4.0,0
4258,0,1.0,35,1.0,5.0,631,4.0,2,2.0,1
4259,1,0.0,27,0.0,2.0,1512,1.0,1,1.0,3
4260,0,1.0,68,1.0,4.0,658,0.0,1,3.0,1
4261,0,1.0,52,0.0,2.0,1570,0.0,2,6.0,2
4262,0,0.0,20,0.0,1.0,813,5.0,1,5.0,0
4263,0,1.0,35,1.0,5.0,521,7.0,1,3.0,1
4264,1,0.0,21,1.0,1.0,885,0.0,1,4.0,0
4265,1,0.0,42,0.0,4.0,692,1.0,1,3.0,1
4266,1,1.0,50,1.0,5.0,628,0.0,2,2.0,1
4268,1,0.0,32,0.0,5.0,689,1.0,1,6.0,1
4269,0,0.0,19,0.0,1.0,876,8.0,1,5.0,0
4270,0,0.0,22,0.0,1.0,894,0.0,1,4.0,0
4271,0,0.0,27,1.0,1.0,859,1.0,1,3.0,0
4272,0,0.0,22,0.0,1.0,846,0.0,1,4.0,0
4273,1,1.0,55,1.0,5.0,604,1.0,2,3.0,1
4274,1,0.0,22,0.0,3.0,1048,8.0,1,1.0,0
4276,1,0.0,46,1.0,5.0,536,1.0,1,1.0,1
4277,0,1.0,65,1.0,4.0,698,3.0,1,3.0,1
4278,1,0.0,18,0.0,1.0,895,0.0,1,4.0,0
4279,1,1.0,53,1.0,5.0,535,2.0,2,4.0,1
4281,0,1.0,59,0.0,6.0,1433,0.0,1,5.0,3
4282,1,0.0,32,1.0,1.0,845,8.0,1,3.0,0
4283,0,1.0,39,1.0,5.0,627,1.0,2,3.0,1
4284,0,1.0,88,0.0,5.0,624,7.0,1,1.0,1
4285,0,1.0,61,1.0,6.0,1413,9.0,3,3.0,3
4286,0,0.0,21,0.0,1.0,831,1.0,1,4.0,0
4287,0,0.0,31,1.0,1.0,882,1.0,1,4.0,0
4288,0,1.0,58,1.0,5.0,548,1.0,2,4.0,1
4289,1,0.0,27,1.0,9.0,775,3.0,1,3.0,0
4290,1,1.0,51,1.0,2.0,1631,1.0,2,2.0,2
4291,1,1.0,48,1.0,2.0,1511,0.0,3,4.0,3
4292,0,0.0,25,1.0,6.0,1343,3.0,1,3.0,3
4293,0,1.0,89,0.0,6.0,1550,0.0,3,2.0,2
4295,1,0.0,40,1.0,5.0,557,6.0,1,1.0,1
4296,0,0.0,56,1.0,5.0,656,2.0,1,1.0,1
4297,0,1.0,36,1.0,4.0,650,9.0,3,3.0,1
4298,1,0.0,38,1.0,7.0,1452,5.0,1,5.0,3
4299,0,1.0,47,1.0,4.0,738,1.0,1,4.0,1
4300,0,1.0,61,1.0,5.0,574,1.0,2,4.0,1
4301,0,1.0,89,1.0,3.0,1070,0.0,3,2.0,0
4302,0,1.0,55,0.0,8.0,574,2.0,1,1.0,1
4304,1,1.0,43,1.0,5.0,603,4.0,2,2.0,1
4305,0,0.0,28,0.0,7.0,1476,10.0,1,3.0,3
4306,0,1.0,42,0.0,4.0,748,0.0,2,4.0,1
4307,0,0.0,33,1.0,5.0,556,1.0,1,3.0,1
4308,1,1.0,60,0.0,3.0,1021,3.0,3,2.0,0
4309,0,0.0,59,1.0,5.0,519,1.0,1,1.0,1
4310,0,0.0,31,1.0,1.0,883,0.0,1,3.0,0
4311,1,0.0,31,1.0,5.0,579,2.0,1,3.0,1
4312,0,1.0,43,1.0,7.0,1386,14.0,1,2.0,3
4313,1,0.0,42,1.0,9.0,707,10.0,1,3.0,1
4314,0,1.0,29,0.0,4.0,754,7.0,2,2.0,1
4315,1,0.0,53,1.0,5.0,692,3.0,1,3.0,1
4316,1,0.0,21,0.0,1.0,809,8.0,1,7.0,0
4317,0,0.0,41,1.0,4.0,722,7.0,1,2.0,1
4318,0,1.0,48,1.0,7.0,1465,0.0,2,3.0,3
4319,0,0.0,31,0.0,1.0,890,1.0,1,4.0,0
4320,0,0.0,26,1.0,7.0,1332,4.0,1,3.0,3
4321,1,0.0,18,0.0,1.0,817,0.0,1,5.0,0
4322,1,0.0,19,0.0,1.0,803,8.0,1,3.0,0
4323,0,1.0,42,1.0,6.0,1412,1.0,3,3.0,3
4324,1,1.0,52,0.0,2.0,1671,9.0,2,5.0,2
4325,1,1.0,50,1.0,5.0,517,4.0,2,2.0,1
4326,0,0.0,33,0.0,4.0,796,1.0,1,3.0,0
4328,0,1.0,71,1.0,6.0,1476,0.0,3,3.0,3
4329,1,1.0,59,0.0,4.0,685,8.0,2,2.0,1
4330,1,1.0,85,1.0,3.0,1014,0.0,3,2.0,0
4331,0,1.0,29,0.0,6.0,1577,1.0,3,3.0,2
4332,0,1.0,43,0.0,6.0,1344,4.0,2,5.0,3
4333,1,0.0,52,1.0,5.0,505,1.0,1,1.0,1
4334,0,1.0,36,1.0,8.0,590,3.0,2,2.0,1
4335,1,0.0,59,1.0,7.0,1428,0.0,1,4.0,3
4336,1,0.0,23,0.0,1.0,838,1.0,1,3.0,0
4337,1,0.0,39,1.0,5.0,524,0.0,1,1.0,1
4338,0,1.0,39,1.0,4.0,703,1.0,2,2.0,1
4339,1,1.0,46,1.0,4.0,782,5.0,1,2.0,0
4340,0,0.0,33,0.0,9.0,774,0.0,1,4.0,0
4341,0,1.0,53,1.0,6.0,1563,0.0,3,4.0,2
4343,1,1.0,62,1.0,5.0,585,1.0,1,1.0,1
4344,0,1.0,46,1.0,5.0,580,1.0,2,5.0,1
4345,0,1.0,40,1.0,5.0,570,0.0,2,2.0,1
4346,0,0.0,62,1.0,4.0,703,1.0,1,4.0,1
4347,1,0.0,31,1.0,1.0,888,3.0,1,2.0,0
4348,1,0.0,25,0.0,5.0,610,1.0,1,3.0,1
4349,0,0.0,23,0.0,9.0,715,0.0,1,3.0,1
4350,0,0.0,22,0.0,9.0,766,3.0,1,6.0,0
4351,1,1.0,47,1.0,5.0,652,1.0,3,6.0,1
4352,0,1.0,68,1.0,5.0,574,0.0,3,2.0,1
4353,0,0.0,25,0.0,4.0,600,5.0,1,2.0,1
4354,1,0.0,30,0.0,5.0,676,0.0,1,3.0,1
4355,0,1.0,27,0.0,6.0,1462,0.0,1,6.0,3
4356,0,1.0,38,1.0,4.0,733,2.0,2,3.0,1
4358,1,1.0,46,0.0,5.0,597,5.0,1,5.0,1
4359,1,1.0,37,1.0,5.0,543,1.0,1,2.0,1
4360,1,1.0,41,1.0,5.0,622,0.0,2,2.0,1
4361,1,0.0,29,0.0,5.0,651,1.0,1,1.0,1
4362,1,0.0,19,0.0,4.0,762,1.0,1,5.0,0
4363,0,1.0,82,0.0,6.0,1381,1.0,3,2.0,3
4364,1,1.0,48,1.0,7.0,1389,1.0,1,1.0,3
4365,0,1.0,67,1.0,5.0,507,1.0,3,2.0,1
4366,1,1.0,77,1.0,3.0,1015,0.0,3,2.0,0
4368,0,1.0,69,1.0,6.0,1331,0.0,1,3.0,3
4369,0,1.0,40,1.0,5.0,683,3.0,1,3.0,1
4370,0,1.0,61,1.0,5.0,548,0.0,1,1.0,1
4371,0,1.0,46,1.0,5.0,521,0.0,2,5.0,1
4373,0,1.0,39,1.0,5.0,551,0.0,2,3.0,1
4374,1,1.0,89,1.0,5.0,605,0.0,3,3.0,1
4375,0,1.0,30,0.0,5.0,677,3.0,2,3.0,1
4377,1,1.0,47,1.0,2.0,1762,0.0,2,2.0,2
4378,1,0.0,22,0.0,1.0,898,0.0,1,3.0,0
4379,1,0.0,42,1.0,5.0,624,7.0,1,3.0,1
4380,0,1.0,69,1.0,5.0,675,0.0,3,2.0,1
4381,1,0.0,30,1.0,4.0,761,0.0,1,5.0,0
4382,0,1.0,39,0.0,6.0,1519,12.0,3,7.0,3
4383,0,0.0,27,0.0,5.0,629,1.0,1,1.0,1
4384,0,1.0,30,0.0,2.0,1705,1.0,2,3.0,2
4385,0,1.0,47,1.0,6.0,1562,7.0,3,4.0,2
4386,1,1.0,81,0.0,3.0,1074,0.0,3,2.0,0
4387,0,1.0,42,0.0,7.0,1353,0.0,2,3.0,3
4388,1,0.0,43,1.0,5.0,657,1.0,1,1.0,1
4389,1,0.0,31,0.0,4.0,721,11.0,1,5.0,1
4390,1,1.0,39,1.0,5.0,642,8.0,2,3.0,1
4391,1,1.0,57,1.0,5.0,579,0.0,2,4.0,1
4393,0,0.0,43,1.0,7.0,1354,0.0,1,3.0,3
4394,1,0.0,31,0.0,1.0,853,0.0,1,3.0,0
4395,1,0.0,28,1.0,2.0,1638,1.0,1,6.0,2
4396,0,1.0,58,1.0,5.0,661,0.0,2,2.0,1
4397,0,1.0,71,1.0,3.0,1068,0.0,3,2.0,0
4398,1,1.0,36,1.0,8.0,530,0.0,2,2.0,1
4399,1,0.0,43,1.0,5.0,693,1.0,1,3.0,1
4400,0,1.0,69,1.0,5.0,682,1.0,1,2.0,1
4401,0,1.0,77,1.0,3.0,1028,0.0,1,1.0,0
4402,0,1.0,50,1.0,5.0,672,1.0,2,4.0,1
4403,1,1.0,50,1.0,5.0,559,1.0,2,4.0,1
4404,1,0.0,40,1.0,1.0,842,6.0,1,2.0,0
4405,1,1.0,43,1.0,2.0,1758,9.0,2,2.0,2
4406,0,0.0,37,0.0,4.0,615,3.0,1,1.0,1
4407,0,1.0,35,1.0,5.0,542,3.0,2,3.0,1
4408,1,1.0,65,1.0,3.0,1014,0.0,3,3.0,0
4409,1,1.0,46,1.0,5.0,616,0.0,2,4.0,1
4410,0,1.0,35,0.0,4.0,690,1.0,2,4.0,1
4411,1,1.0,86,0.0,3.0,1006,0.0,3,2.0,0
4412,0,0.0,63,0.0,4.0,782,7.0,1,1.0,0
4413,1,1.0,40,1.0,5.0,655,9.0,2,5.0,1
4414,1,1.0,55,1.0,5.0,509,10.0,1,1.0,1
4415,0,0.0,37,1.0,1.0,811,1.0,1,4.0,0
4416,0,0.0,31,1.0,5.0,641,0.0,1,1.0,1
4417,0,0.0,28,1.0,1.0,870,4.0,1,4.0,0
4418,1,1.0,48,1.0,2.0,1617,1.0,3,3.0,2
4419,0,0.0,38,1.0,5.0,589,3.0,1,2.0,1
4420,0,1.0,57,1.0,5.0,565,1.0,2,5.0,1
4421,1,0.0,48,0.0,4.0,744,3.0,1,1.0,1
4422,1,1.0,79,1.0,3.0,1033,4.0,3,3.0,0
4423,0,1.0,81,1.0,3.0,1004,1.0,1,1.0,0
4424,1,0.0,21,0.0,9.0,706,1.0,1,8.0,1
4425,1,0.0,33,1.0,1.0,856,1.0,1,2.0,0
4426,0,0.0,38,1.0,5.0,611,0.0,1,2.0,1
4427,1,1.0,37,1.0,5.0,682,3.0,2,3.0,1
4428,1,0.0,33,1.0,5.0,520,10.0,1,1.0,1
4429,0,1.0,38,1.0,5.0,507,8.0,2,2.0,1
4430,1,1.0,39,1.0,5.0,633,1.0,2,4.0,1
4431,1,1.0,59,1.0,5.0,597,0.0,3,2.0,1
4432,1,1.0,57,1.0,5.0,663,3.0,2,4.0,1
4433,0,1.0,80,1.0,3.0,1000,1.0,1,1.0,0
4434,0,1.0,42,0.0,4.0,701,6.0,1,3.0,1
4435,0,1.0,75,1.0,3.0,1023,2.0,1,1.0,0
4436,1,0.0,29,0.0,2.0,1755,9.0,1,2.0,2
4437,1,0.0,33,1.0,2.0,1783,1.0,1,2.0,2
4438,1,1.0,63,1.0,5.0,537,1.0,1,2.0,1
4439,0,0.0,33,1.0,4.0,759,9.0,1,6.0,0
4440,0,0.0,22,0.0,1.0,834,8.0,1,4.0,0
4441,0,1.0,36,1.0,5.0,563,8.0,2,2.0,1
4442,1,1.0,53,1.0,5.0,502,0.0,2,3.0,1
4443,0,1.0,35,1.0,4.0,616,6.0,1,5.0,1
4444,1,1.0,29,1.0,1.0,835,6.0,2,2.0,0
4445,1,1.0,31,1.0,1.0,858,0.0,1,1.0,0
4446,0,1.0,38,1.0,5.0,633,0.0,1,4.0,1
4447,0,0.0,22,0.0,1.0,895,9.0,1,8.0,0
4448,1,1.0,57,1.0,5.0,544,1.0,2,3.0,1
4449,1,1.0,42,0.0,2.0,1687,1.0,2,6.0,2
4450,0,0.0,78,1.0,4.0,705,3.0,1,1.0,1
4451,1,1.0,77,1.0,3.0,1033,6.0,3,2.0,0
4452,0,1.0,79,1.0,3.0,1040,1.0,3,2.0,0
4453,0,1.0,53,1.0,1.0,881,3.0,3,4.0,0
4454,1,1.0,42,1.0,5.0,537,1.0,1,2.0,1
4455,1,0.0,72,1.0,5.0,578,1.0,1,2.0,1
4456,0,1.0,71,0.0,6.0,1433,1.0,2,2.0,3
4457,1,0.0,25,0.0,2.0,1792,9.0,1,1.0,2
4458,0,1.0,74,1.0,3.0,1088,3.0,3,2.0,0
4459,0,1.0,61,1.0,6.0,1401,0.0,1,3.0,3
4460,0,1.0,48,1.0,7.0,1448,5.0,2,3.0,3
4461,1,0.0,28,0.0,1.0,807,0.0,1,4.0,0
4462,1,1.0,43,1.0,4.0,619,0.0,2,2.0,1
4463,1,0.0,18,0.0,1.0,840,3.0,1,3.0,0
4464,0,1.0,82,1.0,3.0,1062,0.0,3,2.0,0
4465,0,1.0,40,1.0,5.0,552,14.0,1,1.0,1
4466,0,0.0,32,0.0,1.0,873,9.0,1,3.0,0
4467,0,0.0,27,1.0,1.0,836,3.0,1,4.0,0
4469,1,0.0,21,0.0,1.0,806,3.0,1,2.0,0
4470,1,0.0,28,0.0,4.0,726,10.0,1,2.0,1
4471,0,1.0,43,1.0,5.0,519,3.0,2,3.0,1
4472,1,1.0,38,0.0,2.0,1712,0.0,2,5.0,2
4473,0,1.0,63,1.0,5.0,611,5.0,2,4.0,1
4474,0,1.0,25,1.0,5.0,612,3.0,2,2.0,1
4475,0,1.0,41,1.0,5.0,565,8.0,2,3.0,1
4476,0,0.0,27,1.0,7.0,1320,3.0,1,1.0,3
4477,0,1.0,37,1.0,5.0,520,1.0,2,3.0,1
4478,1,1.0,57,0.0,2.0,1786,0.0,1,1.0,2
4479,0,1.0,86,1.0,1.0,816,0.0,1,1.0,0
4480,0,1.0,56,0.0,6.0,1564,1.0,3,8.0,2
4481,1,0.0,27,1.0,8.0,571,9.0,1,1.0,1
4482,0,1.0,70,0.0,6.0,1390,1.0,3,2.0,3
4483,1,0.0,22,0.0,1.0,831,8.0,1,4.0,0
4484,0,1.0,35,1.0,7.0,1321,5.0,3,2.0,3
4485,0,0.0,31,0.0,1.0,837,2.0,1,2.0,0
4486,0,1.0,40,1.0,5.0,658,1.0,2,4.0,1
4487,1,1.0,43,1.0,5.0,676,0.0,1,2.0,1
4488,1,1.0,38,0.0,2.0,1594,9.0,1,2.0,2
4489,0,1.0,84,1.0,3.0,1053,3.0,1,3.0,0
4490,1,0.0,28,0.0,4.0,617,1.0,1,4.0,1
4491,1,0.0,39,0.0,2.0,1788,2.0,1,3.0,2
4492,1,0.0,48,1.0,5.0,593,1.0,1,1.0,1
4493,1,1.0,41,1.0,5.0,503,8.0,2,2.0,1
4494,1,0.0,29,0.0,1.0,835,0.0,1,3.0,0
4495,0,1.0,45,0.0,5.0,619,1.0,2,3.0,1
4496,1,1.0,45,1.0,5.0,536,3.0,3,5.0,1
4497,1,0.0,41,1.0,4.0,757,5.0,1,2.0,0
4498,1,1.0,28,0.0,8.0,580,9.0,3,3.0,1
4500,1,1.0,69,1.0,3.0,1061,1.0,3,2.0,0
4501,0,1.0,53,1.0,5.0,637,1.0,2,3.0,1
4503,1,1.0,81,1.0,3.0,1063,1.0,3,2.0,0
4504,0,1.0,48,1.0,7.0,1495,9.0,2,5.0,3
4505,1,1.0,45,1.0,5.0,596,8.0,2,2.0,1
4506,1,1.0,28,0.0,4.0,663,3.0,2,2.0,1
4507,0,1.0,57,0.0,4.0,697,0.0,3,3.0,1
4508,0,1.0,51,1.0,5.0,655,3.0,3,3.0,1
4509,0,0.0,27,0.0,4.0,680,0.0,1,3.0,1
4510,1,0.0,27,1.0,4.0,710,8.0,1,3.0,1
4511,0,1.0,30,1.0,1.0,877,1.0,3,2.0,0
4512,1,0.0,21,0.0,1.0,894,1.0,1,4.0,0
4513,0,0.0,38,1.0,4.0,708,1.0,1,2.0,1
4514,0,1.0,57,0.0,9.0,792,1.0,3,3.0,0
4515,1,1.0,78,1.0,3.0,1015,1.0,3,2.0,0
4516,1,1.0,46,1.0,8.0,532,8.0,2,3.0,1
4517,0,1.0,75,0.0,6.0,1523,1.0,3,2.0,3
4518,1,1.0,39,1.0,8.0,558,3.0,1,1.0,1
4520,1,1.0,52,1.0,2.0,1566,4.0,1,1.0,2
4521,1,0.0,25,0.0,8.0,540,0.0,1,3.0,1
4522,1,1.0,37,1.0,5.0,674,3.0,2,3.0,1
4523,0,1.0,31,1.0,1.0,847,2.0,1,2.0,0
4524,1,0.0,18,0.0,1.0,823,1.0,1,4.0,0
4525,0,0.0,36,1.0,2.0,1703,3.0,1,2.0,2
4526,1,1.0,59,1.0,5.0,528,3.0,3,5.0,1
4527,0,1.0,39,1.0,5.0,623,0.0,2,2.0,1
4529,1,0.0,25,1.0,5.0,510,9.0,1,1.0,1
4530,1,1.0,47,0.0,5.0,604,7.0,1,1.0,1
4531,0,1.0,32,1.0,4.0,662,1.0,1,2.0,1
4532,1,1.0,38,0.0,7.0,1445,1.0,2,2.0,3
4533,0,1.0,52,1.0,5.0,504,3.0,2,4.0,1
4534,0,0.0,21,0.0,1.0,841,0.0,1,6.0,0
4535,0,1.0,70,0.0,3.0,1020,0.0,1,1.0,0
4536,0,0.0,31,0.0,1.0,869,8.0,1,4.0,0
4537,1,0.0,23,0.0,7.0,1336,0.0,1,4.0,3
4538,0,0.0,33,0.0,9.0,736,1.0,1,3.0,1
4539,0,1.0,37,1.0,9.0,741,3.0,3,2.0,1
4540,1,1.0,77,1.0,3.0,1064,1.0,3,2.0,0
4541,1,1.0,42,1.0,2.0,1671,8.0,1,2.0,2
4542,0,1.0,73,1.0,1.0,821,1.0,2,3.0,0
4543,1,1.0,40,1.0,2.0,1615,1.0,2,6.0,2
4544,1,0.0,33,1.0,5.0,612,0.0,1,3.0,1
4545,0,0.0,18,0.0,1.0,892,0.0,1,3.0,0
4550,0,1.0,59,1.0,5.0,502,1.0,1,2.0,1
4551,1,0.0,32,0.0,1.0,808,8.0,1,4.0,0
4552,1,0.0,42,0.0,8.0,557,3.0,1,1.0,1
4553,1,1.0,46,1.0,5.0,532,1.0,1,1.0,1
4554,0,1.0,53,1.0,4.0,760,1.0,1,3.0,0
4555,0,1.0,41,1.0,5.0,696,1.0,2,3.0,1
4556,0,0.0,21,0.0,1.0,812,1.0,1,3.0,0
4557,0,1.0,62,0.0,6.0,1430,0.0,3,2.0,3
4558,0,0.0,31,0.0,1.0,820,3.0,1,3.0,0
4559,1,0.0,58,1.0,2.0,1546,1.0,1,1.0,2
4560,0,1.0,36,1.0,5.0,524,4.0,1,1.0,1
4561,1,0.0,28,1.0,4.0,609,0.0,1,2.0,1
4562,1,1.0,47,1.0,7.0,1360,1.0,2,4.0,3
4563,1,0.0,36,0.0,2.0,1596,9.0,1,3.0,2
4564,0,0.0,36,1.0,5.0,645,0.0,1,3.0,1
4566,1,1.0,46,1.0,5.0,679,0.0,3,4.0,1
4567,0,1.0,49,1.0,5.0,539,0.0,2,2.0,1
4568,0,0.0,33,0.0,1.0,821,0.0,1,5.0,0
4569,1,1.0,49,1.0,8.0,558,8.0,2,2.0,1
4570,0,1.0,25,1.0,5.0,555,9.0,1,4.0,1
4571,0,1.0,80,1.0,6.0,1533,3.0,1,1.0,3
4572,0,0.0,36,1.0,1.0,840,8.0,1,4.0,0
4573,0,0.0,26,0.0,2.0,1528,7.0,1,1.0,3
4574,1,1.0,45,0.0,7.0,1433,1.0,1,1.0,3
4575,1,1.0,41,1.0,4.0,753,3.0,2,4.0,1
4576,1,1.0,69,1.0,5.0,586,0.0,1,2.0,1
4577,0,1.0,53,1.0,4.0,742,1.0,2,4.0,1
4578,0,1.0,41,1.0,5.0,675,8.0,3,2.0,1
4579,0,1.0,43,0.0,6.0,1432,1.0,1,4.0,3
4580,1,1.0,51,1.0,5.0,559,1.0,2,2.0,1
4581,0,1.0,45,1.0,5.0,665,1.0,2,6.0,1
4582,0,1.0,50,1.0,6.0,1373,4.0,3,3.0,3
4583,0,1.0,57,1.0,7.0,1456,0.0,2,4.0,3
4584,0,1.0,70,1.0,3.0,1074,3.0,3,2.0,0
4585,1,1.0,59,0.0,5.0,683,1.0,1,3.0,1
4586,0,1.0,84,1.0,3.0,1080,3.0,1,1.0,0
4587,1,0.0,30,1.0,1.0,882,0.0,1,5.0,0
4588,0,1.0,43,1.0,2.0,1786,3.0,2,4.0,2
4589,0,0.0,40,1.0,5.0,688,7.0,1,1.0,1
4590,0,1.0,74,0.0,3.0,1043,0.0,1,1.0,0
4591,0,0.0,33,0.0,9.0,780,0.0,1,3.0,0
4592,1,1.0,63,1.0,9.0,764,2.0,1,1.0,0
4593,0,1.0,41,1.0,6.0,1372,3.0,3,5.0,3
4594,1,1.0,60,0.0,3.0,1080,1.0,2,3.0,0
4595,0,1.0,62,1.0,5.0,652,0.0,2,3.0,1
4596,0,0.0,31,1.0,7.0,1428,3.0,1,4.0,3
4597,1,1.0,28,1.0,8.0,540,9.0,2,2.0,1
4598,1,1.0,37,0.0,4.0,745,1.0,2,2.0,1
4599,0,1.0,70,0.0,3.0,1080,0.0,3,2.0,0
4600,0,1.0,78,0.0,4.0,755,0.0,1,2.0,1
4602,1,0.0,38,1.0,5.0,508,8.0,1,8.0,1
4603,0,0.0,19,0.0,4.0,672,0.0,1,3.0,1
4604,1,1.0,28,0.0,7.0,1472,9.0,1,1.0,3
4605,1,1.0,73,0.0,6.0,1566,0.0,1,3.0,2
4606,0,1.0,84,0.0,3.0,1055,1.0,3,2.0,0
4607,0,0.0,21,0.0,1.0,872,7.0,1,4.0,0
4608,0,1.0,79,0.0,3.0,1038,0.0,3,2.0,0
4609,0,0.0,20,0.0,1.0,858,0.0,1,3.0,0
4610,0,0.0,59,0.0,4.0,628,3.0,1,1.0,1
4611,0,1.0,42,1.0,5.0,572,0.0,2,3.0,1
4612,0,1.0,55,1.0,8.0,595,0.0,1,4.0,1
4613,0,1.0,41,1.0,5.0,662,0.0,1,2.0,1
4614,0,1.0,48,1.0,4.0,761,1.0,1,3.0,0
4615,0,1.0,72,1.0,6.0,1408,1.0,3,4.0,3
4616,0,1.0,52,0.0,5.0,567,3.0,2,6.0,1
4618,0,1.0,56,1.0,5.0,633,0.0,1,2.0,1
4619,0,1.0,80,0.0,3.0,1056,3.0,3,2.0,0
4620,0,1.0,83,0.0,6.0,1376,0.0,1,7.0,3
4621,0,1.0,48,1.0,5.0,613,1.0,2,2.0,1
4622,1,1.0,47,1.0,7.0,1386,1.0,2,2.0,3
4623,1,1.0,47,1.0,7.0,1305,1.0,2,2.0,3
4624,1,1.0,83,0.0,3.0,1012,1.0,3,2.0,0
4625,1,1.0,38,0.0,2.0,1791,1.0,1,1.0,2
4626,0,0.0,29,1.0,1.0,845,3.0,1,3.0,0
4627,0,1.0,50,1.0,4.0,694,0.0,2,4.0,1
4628,1,1.0,52,0.0,2.0,1733,6.0,2,4.0,2
4629,0,1.0,67,0.0,3.0,1034,3.0,3,2.0,0
4630,0,0.0,33,1.0,4.0,788,1.0,1,8.0,0
4631,0,1.0,36,0.0,6.0,1519,1.0,3,6.0,3
4632,0,1.0,65,0.0,4.0,731,7.0,2,4.0,1
4633,1,0.0,25,0.0,9.0,718,1.0,1,9.0,1
4634,0,1.0,27,0.0,4.0,696,4.0,1,4.0,1
4635,0,1.0,22,0.0,7.0,1486,1.0,1,4.0,3
4636,0,1.0,51,0.0,2.0,1543,0.0,2,3.0,2
4637,1,0.0,42,1.0,4.0,633,1.0,1,1.0,1
4638,0,1.0,46,1.0,5.0,585,3.0,2,4.0,1
4639,1,0.0,23,0.0,1.0,802,1.0,1,3.0,0
4640,0,1.0,80,1.0,3.0,1023,0.0,3,2.0,0
4641,1,1.0,40,1.0,4.0,693,12.0,1,6.0,1
4642,1,1.0,48,1.0,5.0,537,0.0,2,2.0,1
4643,1,0.0,55,1.0,5.0,512,3.0,1,1.0,1
4644,0,1.0,36,1.0,4.0,783,1.0,1,3.0,0
4645,0,1.0,41,1.0,5.0,681,12.0,2,2.0,1
4646,1,0.0,32,1.0,5.0,552,0.0,1,3.0,1
4647,0,1.0,37,1.0,4.0,751,8.0,2,2.0,1
4648,0,0.0,30,0.0,1.0,805,0.0,1,2.0,0
4649,1,1.0,79,1.0,3.0,1077,1.0,1,1.0,0
4650,0,1.0,65,1.0,5.0,596,0.0,2,4.0,1
4651,0,1.0,49,1.0,6.0,1506,0.0,3,4.0,3
4652,0,1.0,53,1.0,5.0,569,1.0,2,4.0,1
4653,0,0.0,20,0.0,1.0,860,8.0,1,5.0,0
4654,1,1.0,78,0.0,3.0,1020,1.0,3,2.0,0
4655,0,0.0,32,1.0,7.0,1391,6.0,1,5.0,3
4656,0,0.0,23,0.0,1.0,820,3.0,1,2.0,0
4657,1,1.0,40,1.0,5.0,511,1.0,2,2.0,1
4658,1,0.0,30,0.0,2.0,1601,0.0,1,3.0,2
4659,0,1.0,45,1.0,4.0,634,0.0,1,4.0,1
4660,0,1.0,25,0.0,1.0,821,1.0,2,2.0,0
4661,1,0.0,20,0.0,1.0,854,0.0,1,4.0,0
4663,1,0.0,27,1.0,1.0,809,1.0,1,3.0,0
4664,0,0.0,19,0.0,1.0,801,0.0,1,3.0,0
4665,1,0.0,27,0.0,7.0,1330,1.0,1,3.0,3
4666,1,0.0,26,1.0,1.0,891,0.0,1,4.0,0
4667,0,1.0,55,0.0,5.0,685,0.0,2,2.0,1
4668,1,1.0,41,0.0,2.0,1800,8.0,2,3.0,2
4669,0,0.0,25,0.0,1.0,806,0.0,1,4.0,0
4670,1,1.0,67,1.0,5.0,559,1.0,2,2.0,1
4671,1,1.0,25,0.0,2.0,1728,3.0,2,2.0,2
4672,0,1.0,87,1.0,3.0,1021,0.0,1,1.0,0
4673,0,1.0,26,0.0,7.0,1469,9.0,1,6.0,3
4674,1,1.0,37,1.0,5.0,588,4.0,1,1.0,1
4675,0,0.0,42,1.0,7.0,1340,1.0,1,1.0,3
4676,1,0.0,31,1.0,1.0,839,6.0,1,4.0,0
4677,1,0.0,20,0.0,1.0,891,0.0,1,3.0,0
4678,0,1.0,51,1.0,4.0,770,3.0,3,4.0,0
4679,1,1.0,88,1.0,3.0,1089,0.0,1,1.0,0
4680,0,0.0,33,1.0,1.0,860,8.0,1,4.0,0
4681,1,0.0,55,1.0,5.0,551,1.0,1,1.0,1
4682,0,0.0,22,0.0,1.0,886,1.0,1,3.0,0
4683,1,0.0,39,1.0,2.0,1725,1.0,1,3.0,2
4684,0,1.0,62,1.0,5.0,694,0.0,1,3.0,1
4685,1,1.0,37,0.0,8.0,579,13.0,2,3.0,1
4686,1,0.0,26,1.0,8.0,512,9.0,1,1.0,1
4687,0,0.0,27,1.0,5.0,631,9.0,1,2.0,1
4688,0,0.0,29,1.0,1.0,816,1.0,1,4.0,0
4689,1,0.0,31,1.0,4.0,781,1.0,1,1.0,0
4690,0,1.0,40,1.0,4.0,670,9.0,2,5.0,1
4691,0,1.0,56,1.0,4.0,774,0.0,1,2.0,0
4692,1,1.0,45,1.0,5.0,631,1.0,3,5.0,1
4693,1,0.0,40,1.0,4.0,731,5.0,1,1.0,1
4694,0,0.0,30,1.0,1.0,828,9.0,1,3.0,0
4695,0,0.0,23,0.0,1.0,833,1.0,1,4.0,0
4696,0,1.0,46,1.0,5.0,635,0.0,1,2.0,1
4697,1,1.0,39,1.0,1.0,834,8.0,3,2.0,0
4698,1,1.0,65,0.0,3.0,1068,0.0,3,9.0,0
4699,0,0.0,40,1.0,5.0,657,0.0,1,1.0,1
